,label,text
298,1,"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  "
299,1,"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  "
300,1,"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  "
301,1,10 out of 10 for both the movie and trilogy.  
302,0,I literally vomited while watching this film.  
303,1,I think i was one of the people who found this another one of roth's pearls.  
304,1,"his performance, as awarded, was stunning.  "
305,1,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  "
306,1,In a most wonderful location lies a story of contrast.  
307,1,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  
308,0,I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  
309,0,"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  "
310,0,"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  "
311,0,"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  "
312,1,This is such a fun and funny movie.  
313,1,Highly entertaining at all angles.  
314,1,"It features an outlandish array of memorable, psychotic but lovable nuts.  "
315,1,"So for our enjoyment we get to see them run around, play games, and be dangerous.  "
316,1,It even has its sweet moments.  
317,1,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  
318,1,All the characters in this film are tremendously well played.  
319,1,And I really did find them funny.  
320,1,This is actually a very smart movie.  
321,1,There is a brilliant twist ending.  
322,1,""" I love it.  "
323,1,"The ending is so, SO perfect... you'll shed a tear.  "
324,1,I am so thrilled after seeing a movie like this.  
325,1,I will never forget it now.  
326,1,It is not just a cult... it is a cult CLASSIC.  
327,0,Which has more depth and character than the man underneath it.  
328,0,The Malta settings are as dry and as barren as the dialogue.  
329,0,This movie is terrible.  
330,0,"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  "
331,0,"For those that haven't seen it, don't waste your time!  "
332,0,To call this movie a drama is ridiculous!  
333,0,Started watching this but didn't believe in any of the characters.  
334,0,In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  
335,0,It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  
336,0,The characters were very 'stagey' and the storyline was a lot like a stage farce.  
337,0,By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  
338,0,Glad I didn't pay to see it.  
339,0,Didn't laugh or even smile once.  
340,0,But it wasn't anything at all just one big yawn...  
341,1,It is a really good show to watch.  
342,1,It is very educational for children 1 to 8 years old.  
343,1,Barney is definitely super DE duper.  
344,1,is pretty funny.  
345,1,Babie Bop is very cute.  
346,1,The kids are very cool too.  
347,0,""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  "
348,0,It's just lame.  
349,0,The guy who said he's had better dialogue with his potted plants has it right.  
350,0,Everything about this movie is stupid.  
351,0,"Even if you love bad movies, do not watch this movie.  "
352,0,It is shameful.  
353,1,I would give this television series a 10 plus if i could.  
354,1,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  "
355,1,I must say I have taped most of the episodes and i find myself watching them over and over again.  
356,1,Now you know why I gave it a 10+!  
357,1,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  "
358,1,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  
359,1,The things that the four kids get themselves into is absolutely hilarious to watch.  
360,1,This is one of the best movies out there that shows such strong sibling bond for each other.  
361,1,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  "
362,1,Everything from acting to cinematography was solid.  
363,1,Definitely worth checking out.  
364,1,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  
365,1,This movie has a cutting edge to it.  
366,1,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  "
367,0,"The new characters weren't all that memorable, and I found myself forgetting who was who.  "
368,0,I felt as though her going to Ireland did absolutely nothing whatsoever.  
369,0,"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  "
370,0,The jerky camera movements were also annoying.  
371,0,The plot was the same as pretty much every other cheap horror.  
372,0,"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  "
373,0,"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  "
374,0,"If you see it, you should probably just leave it on the shelf.  "
375,1,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  "
376,1,This was such an awesome movie that i bought it off of Ebay.  
377,1,"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  "
378,0,This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  
